Esemble Gene ID,RP3V,ARC Log2>7,Gene Name
ENSMUSG00000098649,10.65,12.37,Gm27199
ENSMUSG00000098985,5.45,7.13,Gm27219
ENSMUSG00000089838,10.41,9.25,Gm2962
ENSMUSG00000090610,5.69,7.16,Gm3571
ENSMUSG00000104434,7.21,7.25,Gm37421
ENSMUSG00000104126,9.01,9.21,Gm37486
ENSMUSG00000102657,5.91,9.89,Gm37899
ENSMUSG00000079139,9.5,9.53,Gm4204
ENSMUSG00000105867,3.16,7.65,Gm42517
ENSMUSG00000104864,8.97,8.93,Gm43655
ENSMUSG00000083626,10.29,9.9,Gm4459
ENSMUSG00000092072,7.67,7.37,Gm4540
ENSMUSG00000051396,3.41,9.39,Gm45902
ENSMUSG00000105461,9.06,9.41,Gm4742
ENSMUSG00000021871,4.6,8.64,Gm49342
ENSMUSG00000069379,7.49,8.2,Gm4950
ENSMUSG00000081255,6.47,7.65,Gm5380
ENSMUSG00000042962,10.7,9.99,Gm5436
ENSMUSG00000084817,8.15,7.37,Gm5526
ENSMUSG00000083477,5.23,7.88,Gm5555
ENSMUSG00000042293,7.12,8.97,Gm5617
ENSMUSG00000099647,11.17,9.75,Gm5776
ENSMUSG00000061848,9.17,9,Gm5805
ENSMUSG00000082896,6.96,7.67,Gm5844
ENSMUSG00000094685,7.14,9.75,Gm5900
ENSMUSG00000062081,6.99,8.21,Gm6055
ENSMUSG00000084106,6.32,7.03,Gm6136
ENSMUSG00000080775,8.23,8.46,Gm6368
ENSMUSG00000082675,8.83,9.52,Gm6382
ENSMUSG00000072407,10.37,9.15,Gm6419
ENSMUSG00000085172,7.23,7.55,Gm6542
ENSMUSG00000051255,11.11,10.94,Gm6563
ENSMUSG00000043483,9.64,9.12,Gm6863
ENSMUSG00000066553,6.47,8.17,Gm6969
ENSMUSG00000069996,8.14,7.37,Gm7125
ENSMUSG00000083774,11.18,10.5,Gm7180
ENSMUSG00000048164,6.63,7.08,Gm7204
ENSMUSG00000081113,12.66,12.5,Gm7308
ENSMUSG00000050900,6.1,7.95,Gm7327
ENSMUSG00000067189,6,7.41,Gm7335
ENSMUSG00000101464,8.98,7.81,Gm7436
ENSMUSG00000082935,8.9,8.1,Gm7658
ENSMUSG00000044211,7.22,7.81,Gm7887
ENSMUSG00000063902,8.16,9.71,Gm7964
ENSMUSG00000049891,7.71,8.74,Gm7984
ENSMUSG00000105143,6.04,7.1,Gm8069
ENSMUSG00000105787,8.24,9.61,Gm8099
ENSMUSG00000101878,8.73,8.11,Gm8203
ENSMUSG00000100215,9.67,8.96,Gm8292
ENSMUSG00000047905,8.15,7.41,Gm8566
ENSMUSG00000081164,6.85,7.36,Gm8722
ENSMUSG00000063696,7.05,9.25,Gm8730
ENSMUSG00000103034,11.01,10.99,Gm8797
ENSMUSG00000060680,8.38,8.2,Gm8894
ENSMUSG00000080824,7.8,8.02,Gm9001
ENSMUSG00000058050,7.86,8.09,Gm9234
ENSMUSG00000097906,6.72,9.01,Gm9625
ENSMUSG00000034437,5.49,7.27,Gm9761
ENSMUSG00000107176,11.71,11.15,Gm9794
ENSMUSG00000085783,4.23,8.1,Gm9816
ENSMUSG00000091955,8.18,8.7,Gm9844
ENSMUSG00000094002,1.49,7.3,Gm9866
ENSMUSG00000052825,10.01,10.01,Gm9892
ENSMUSG00000001157,3.93,7.5,Gmcl1
ENSMUSG00000062014,5.88,9.27,Gmfb
ENSMUSG00000033021,3.02,7.94,Gmppa
ENSMUSG00000002326,4.12,8.83,Gmpr2
ENSMUSG00000027823,7.98,11.24,Gmps
ENSMUSG00000034781,6.41,8.96,Gna11
ENSMUSG00000057614,6.05,12.14,Gnai1
ENSMUSG00000032562,6.03,11.83,Gnai2
ENSMUSG00000000001,6.26,7.16,Gnai3
ENSMUSG00000031748,7.16,9.22,Gnao1
ENSMUSG00000024639,7.19,10.45,Gnaq
ENSMUSG00000027523,8.73,7.85,Gnas
ENSMUSG00000029064,11.23,12.3,Gnb1
ENSMUSG00000029713,9.06,10.3,Gnb2
ENSMUSG00000027669,3.68,9.84,Gnb4
ENSMUSG00000032192,3.27,10.42,Gnb5
ENSMUSG00000043004,9.29,10.43,Gng2
ENSMUSG00000071658,12.22,13.82,Gng3
ENSMUSG00000021303,5.27,11.29,Gng4
ENSMUSG00000068523,5.75,9.91,Gng5
ENSMUSG00000024429,9.49,7.68,Gnl1
ENSMUSG00000028869,8.08,9.77,Gnl2
ENSMUSG00000042354,6.98,9.06,Gnl3
ENSMUSG00000025266,6.8,9.21,Gnl3l
ENSMUSG00000031985,3.24,8.07,Gnpat
ENSMUSG00000029209,0,8.12,Gnpda2
ENSMUSG00000037722,6.1,8.12,Gnpnat1
ENSMUSG00000035521,7.13,9.22,Gnptg
ENSMUSG00000034707,7.77,10.23,Gns
ENSMUSG00000002546,7.11,7.17,Golga2
ENSMUSG00000029502,2.29,7.68,Golga3
ENSMUSG00000038708,6.39,9.17,Golga4
ENSMUSG00000015341,9.23,10.02,Golga7
ENSMUSG00000042532,2.42,8,Golga7b
ENSMUSG00000034243,11.8,11.41,Golgb1
ENSMUSG00000034109,0,7.54,Golim4
ENSMUSG00000022200,10.25,7.99,Golph3
ENSMUSG00000046519,1.3,7.28,Golph3l
ENSMUSG00000030245,8.02,8.82,Golt1b
ENSMUSG00000091931,9.55,8.33,Gon7
ENSMUSG00000014959,6.31,10.88,Gorasp2
ENSMUSG00000020946,3.46,10.09,Gosr2
ENSMUSG00000025190,10.13,12.07,Got1
ENSMUSG00000031672,8.15,7.02,Got2
ENSMUSG00000031545,2.88,7.86,Gpat4
ENSMUSG00000050668,4.99,7.6,Gpatch11
ENSMUSG00000034621,6.54,7.41,Gpatch8
ENSMUSG00000032745,10.49,11.56,Gpbp1
ENSMUSG00000027346,0.72,7.88,Gpcpd1
ENSMUSG00000026827,7.09,10.05,Gpd2
ENSMUSG00000047454,3.81,7.9,Gphn
ENSMUSG00000036427,9.62,10.97,Gpi1
ENSMUSG00000031517,13.39,13.25,Gpm6a
ENSMUSG00000031342,6.89,8.62,Gpm6b
ENSMUSG00000064037,9.91,10.39,Gpn1
ENSMUSG00000029464,9.17,8.75,Gpn3
ENSMUSG00000005823,2.94,8.21,Gpr108
ENSMUSG00000022131,4.8,8.17,Gpr180
ENSMUSG00000032641,4.75,10.39,Gpr19
ENSMUSG00000031932,0,7.57,Gpr83
ENSMUSG00000048216,5.58,7.42,Gpr85
ENSMUSG00000043384,13.49,13.27,Gprasp1
ENSMUSG00000072966,13.29,12.89,Gprasp2
ENSMUSG00000025156,5.69,9.82,Gps1
ENSMUSG00000023170,4.41,7.36,Gps2
ENSMUSG00000063856,10.23,12.11,Gpx1
ENSMUSG00000018339,10.77,13.06,Gpx3
ENSMUSG00000075706,12.62,12.28,Gpx4
ENSMUSG00000020176,7.21,10.44,Grb10
ENSMUSG00000059923,8.51,9.85,Grb2
ENSMUSG00000072772,11.12,9.98,Grcc10
ENSMUSG00000035637,3.72,8,Grhpr
ENSMUSG00000020524,8.42,11.01,Gria1
ENSMUSG00000033981,11.84,11.96,Gria2
ENSMUSG00000025892,8.56,7.23,Gria4
ENSMUSG00000026959,6.82,7.48,Grin1
ENSMUSG00000030209,10.86,7.96,Grin2b
ENSMUSG00000022564,9.04,10.21,Grina
ENSMUSG00000031153,6.9,9.08,Gripap1
ENSMUSG00000042249,1.96,8.89,Grk3
ENSMUSG00000029198,12.12,11.12,Grpel1
ENSMUSG00000044221,8.09,10.34,Grsf1
ENSMUSG00000029821,5.78,7.62,Gsdme
ENSMUSG00000022812,10.31,9.82,Gsk3b
ENSMUSG00000044715,9.3,11.96,Gskip
ENSMUSG00000062203,2.76,7.72,Gspt1
ENSMUSG00000071723,5.3,8.12,Gspt2
ENSMUSG00000031584,2.38,9.33,Gsr
ENSMUSG00000058135,8.56,10.08,Gstm1
ENSMUSG00000004032,14.07,15.03,Gstm5
ENSMUSG00000068762,5.12,8.83,Gstm6
ENSMUSG00000004035,9.27,8.39,Gstm7
ENSMUSG00000025068,7.2,9.87,Gsto1
ENSMUSG00000103653,10.51,10.07,Gstp-ps
ENSMUSG00000060803,12.65,12.23,Gstp1
ENSMUSG00000021033,6.07,9.97,Gstz1
ENSMUSG00000086429,8.33,11.4,Gt(ROSA)26Sor
ENSMUSG00000020962,4.67,7.06,Gtf2a1
ENSMUSG00000033543,10.36,10.88,Gtf2a2
ENSMUSG00000028271,7.14,9.2,Gtf2b
ENSMUSG00000031585,8.45,9.79,Gtf2e2
ENSMUSG00000002658,6.03,8.08,Gtf2f1
ENSMUSG00000067995,1.1,8.69,Gtf2f2
ENSMUSG00000006599,2.62,8.86,Gtf2h1
ENSMUSG00000021639,7.18,8.87,Gtf2h2
ENSMUSG00000034345,13.46,12.74,Gtf2h5
ENSMUSG00000060261,4.38,9.83,Gtf2i
ENSMUSG00000019837,9.11,10.37,Gtf3c6
ENSMUSG00000021149,4.47,8.78,Gtpbp4
ENSMUSG00000022668,3.24,8.44,Gtpbp8
ENSMUSG00000028005,3.67,7.53,Gucy1b1
ENSMUSG00000029208,5.11,7.35,Guf1
ENSMUSG00000020444,11.87,11.71,Guk1
ENSMUSG00000019188,10.61,9.9,H13
ENSMUSG00000096210,7.78,10.71,H1f0
ENSMUSG00000073411,5.77,8.87,H2-D1
ENSMUSG00000091705,10.04,7.22,H2-Q2
ENSMUSG00000060032,8.63,9.36,H2aj
ENSMUSG00000078851,5.69,7.42,H2aw
ENSMUSG00000049932,3.4,7.82,H2ax
ENSMUSG00000037894,12.69,11.89,H2az1
ENSMUSG00000041126,12.52,11.69,H2az2
ENSMUSG00000018102,4.87,9.61,H2bc4
ENSMUSG00000056895,4.65,9.46,H2bu2
ENSMUSG00000060743,4.02,8.52,H3f3a
ENSMUSG00000016559,14.65,15.02,H3f3b
ENSMUSG00000021476,9.78,11.83,Habp4
ENSMUSG00000033629,9.15,12.04,Hacd3
ENSMUSG00000038822,2.93,7.4,Hace1
ENSMUSG00000025745,4.47,7.21,Hadha
ENSMUSG00000059447,3.98,10.74,Hadhb
ENSMUSG00000063684,2.65,8.47,Hadhb-ps
ENSMUSG00000024158,12.47,12.63,Hagh
ENSMUSG00000061046,5.51,9.69,Haghl
ENSMUSG00000006930,11.41,10.51,Hap1
ENSMUSG00000001380,7.53,10.67,Hars
ENSMUSG00000027018,6.08,7.56,Hat1
ENSMUSG00000027944,6.76,10.86,Hax1
ENSMUSG00000019977,3.37,9.33,Hbs1l
ENSMUSG00000031352,4.71,9.29,Hccs
ENSMUSG00000023904,9.52,11.36,Hcfc1r1
ENSMUSG00000032360,0,7.17,Hcrtr2
ENSMUSG00000034245,6.92,11.16,Hdac11
ENSMUSG00000019777,10.05,12.43,Hdac2
ENSMUSG00000024454,6.53,10.13,Hdac3
ENSMUSG00000030532,8.85,7.91,Hddc3
ENSMUSG00000004897,7.92,8.82,Hdgf
ENSMUSG00000002833,5.68,9.12,Hdgfl2
ENSMUSG00000025104,5.76,8.13,Hdgfl3
ENSMUSG00000025421,8.81,10.06,Hdhd2
ENSMUSG00000038422,2.82,8.38,Hdhd3
ENSMUSG00000019853,6.12,8.78,Hebp2
ENSMUSG00000038664,6.13,7.95,Herc1
ENSMUSG00000030451,6.36,9.22,Herc2
ENSMUSG00000029804,5.33,9.57,Herc3
ENSMUSG00000031770,8.4,10.98,Herpud1
ENSMUSG00000067071,3.94,8.45,Hes6
ENSMUSG00000025232,4.91,9.52,Hexa
ENSMUSG00000029776,7.95,10.44,Hibadh
ENSMUSG00000034586,5.64,7.44,Hid1
ENSMUSG00000021109,7.72,10.26,Hif1a
ENSMUSG00000038412,13.24,13.43,Higd1a
ENSMUSG00000025868,11.78,11.73,Higd2a
ENSMUSG00000062797,10.01,11.9,Hikeshi
ENSMUSG00000020267,13.81,13.55,Hint1
ENSMUSG00000028470,12.68,11.77,Hint2
ENSMUSG00000008730,5.51,8.35,Hipk1
ENSMUSG00000027177,6.54,8.33,Hipk3
ENSMUSG00000091383,4.86,7.76,Hist1h2al
ENSMUSG00000037012,7.21,8.05,Hk1
ENSMUSG00000032126,3.04,8.69,Hmbs
ENSMUSG00000030060,5.34,8.03,Hmces
ENSMUSG00000032329,3.76,7.73,Hmg20a
ENSMUSG00000066551,9.51,9.61,Hmgb1
ENSMUSG00000015217,5.24,9.97,Hmgb3
ENSMUSG00000028672,7.23,9.57,Hmgcl
ENSMUSG00000021670,7.46,8.02,Hmgcr
ENSMUSG00000093930,9.91,9.76,Hmgcs1
ENSMUSG00000040681,9.89,12.3,Hmgn1
ENSMUSG00000003038,11.64,10.91,Hmgn2
ENSMUSG00000066456,13.7,13.73,Hmgn3
ENSMUSG00000004070,9.16,10.57,Hmox2
ENSMUSG00000007836,4.71,8.38,Hnrnpa0
ENSMUSG00000046434,10.38,11.17,Hnrnpa1
ENSMUSG00000004980,13.86,14.02,Hnrnpa2b1
ENSMUSG00000059005,4.77,7.67,Hnrnpa3
ENSMUSG00000020358,8.32,11.19,Hnrnpab
ENSMUSG00000060373,10.53,12.35,Hnrnpc
ENSMUSG00000000568,9.32,11.52,Hnrnpd
ENSMUSG00000029328,7.31,10.58,Hnrnpdl
ENSMUSG00000007850,11.32,11.69,Hnrnph1
ENSMUSG00000045427,7.06,8.92,Hnrnph2
ENSMUSG00000020069,10.49,11.25,Hnrnph3
ENSMUSG00000021546,13.1,14.3,Hnrnpk
ENSMUSG00000015165,6.08,7.64,Hnrnpl
ENSMUSG00000024095,6.35,8.11,Hnrnpll
ENSMUSG00000059208,8.65,10.32,Hnrnpm
ENSMUSG00000066037,7.59,10.48,Hnrnpr
ENSMUSG00000039630,7.06,9.6,Hnrnpu
ENSMUSG00000071659,6.82,8.14,Hnrnpul2
ENSMUSG00000028572,4.17,7.89,Hook1
ENSMUSG00000037234,6.58,9.79,Hook3
ENSMUSG00000028759,11.95,11.39,Hp1bp3
ENSMUSG00000071379,11.85,7.57,Hpcal1
ENSMUSG00000046093,5.65,8.42,Hpcal4
ENSMUSG00000038005,11,11.73,Hpf1
ENSMUSG00000025630,14.25,14.69,Hprt
ENSMUSG00000025499,11.59,9.58,Hras
ENSMUSG00000051022,1.72,11.72,Hs3st1
ENSMUSG00000078591,0.15,9.09,Hs3st4
ENSMUSG00000044499,0.33,9.34,Hs3st5
ENSMUSG00000062184,4.94,7.49,Hs6st2
ENSMUSG00000031839,15.07,14.57,Hsbp1
ENSMUSG00000025260,9.14,9.93,Hsd17b10
ENSMUSG00000027195,7.5,10.81,Hsd17b12
ENSMUSG00000024507,0,8.02,Hsd17b4
ENSMUSG00000042289,1.39,7.97,Hsd3b7
ENSMUSG00000034189,2.17,9.68,Hsdl1
ENSMUSG00000021270,14.3,14.14,Hsp90aa1
ENSMUSG00000023944,14.46,14.9,Hsp90ab1
ENSMUSG00000020048,13.99,13.81,Hsp90b1
ENSMUSG00000032932,6.35,9.71,Hspa13
ENSMUSG00000020361,3.98,8.61,Hspa4
ENSMUSG00000025757,6.81,8.86,Hspa4l
ENSMUSG00000026864,13.01,14.62,Hspa5
ENSMUSG00000015656,13.94,14.61,Hspa8
ENSMUSG00000024359,8.61,11.71,Hspa9
ENSMUSG00000063172,10.65,9.2,Hspb11
ENSMUSG00000063802,3.42,9.17,Hspbp1
ENSMUSG00000025980,8.14,11.79,Hspd1
ENSMUSG00000058809,4.59,7.29,Hspd1-ps3
ENSMUSG00000073676,13.24,13.32,Hspe1
ENSMUSG00000029657,12.24,12.74,Hsph1
ENSMUSG00000039745,5.85,7.09,Htatip2
ENSMUSG00000067873,7.63,11.08,Htatsf1
ENSMUSG00000068329,1.65,7.67,Htra2
ENSMUSG00000025261,8.25,9.42,Huwe1
ENSMUSG00000032115,3.79,7.79,Hyou1
ENSMUSG00000027245,11.02,10.43,Hypk
ENSMUSG00000062054,3.53,7.38,Iah1
ENSMUSG00000037851,2.11,7.13,Iars
ENSMUSG00000062995,9.11,9.9,Ica1
ENSMUSG00000025950,10.45,9.79,Idh1
ENSMUSG00000030541,3.91,9.36,Idh2
ENSMUSG00000032279,8.71,12.78,Idh3a
ENSMUSG00000027406,12.86,12.64,Idh3b
ENSMUSG00000002010,11.46,11.37,Idh3g
ENSMUSG00000050002,9.76,10.86,Idnk
ENSMUSG00000035847,7.68,10.02,Ids
ENSMUSG00000053560,2.31,8.63,Ier2
ENSMUSG00000090000,12.56,12.72,Ier3ip1
ENSMUSG00000064215,3.72,9.7,Ifi27
ENSMUSG00000001627,4.89,8.82,Ifrd1
ENSMUSG00000001105,11.68,11.34,Ift20
ENSMUSG00000007987,10.07,11.16,Ift22
ENSMUSG00000016637,8.29,8.17,Ift27
ENSMUSG00000007867,5.6,10.33,Ift43
ENSMUSG00000002031,8.54,9.88,Ift46
ENSMUSG00000017858,4.18,7.38,Ift52
ENSMUSG00000032965,10.15,8.83,Ift57
ENSMUSG00000028576,9.17,8.62,Ift74
ENSMUSG00000029469,8.25,9.36,Ift81
ENSMUSG00000031221,3.48,8.19,Igbp1
ENSMUSG00000020427,0.15,7.17,Igfbp3
ENSMUSG00000040972,3.6,10.2,Igsf21
ENSMUSG00000024474,11.56,10.46,Ik
ENSMUSG00000019975,3.42,7.91,Ikbip
ENSMUSG00000001016,5.03,9.43,Ilf2
ENSMUSG00000032178,6.87,7.98,Ilf3
ENSMUSG00000026309,7.57,10.54,Ilkap
ENSMUSG00000042670,11.71,10.26,Immp1l
ENSMUSG00000052337,3.71,10.36,Immt
ENSMUSG00000032288,8.66,9.99,Imp3
ENSMUSG00000026127,3.71,7.57,Imp4
ENSMUSG00000027531,5.09,9.16,Impa1
ENSMUSG00000024423,12.48,12.53,Impact
ENSMUSG00000066324,4.91,9.16,Impad1
ENSMUSG00000062867,5.59,8.61,Impdh2
ENSMUSG00000034336,8.71,8.3,Ina
ENSMUSG00000091811,3.96,9.32,Inafm1
ENSMUSG00000045969,5.34,8.63,Ing1
ENSMUSG00000063049,4.94,7.92,Ing2
ENSMUSG00000037035,1.12,9.54,Inhbb
ENSMUSG00000038544,2.96,8.83,Inip
ENSMUSG00000030689,6.69,8.18,Ino80e
ENSMUSG00000042105,10.38,8.9,Inpp5f
ENSMUSG00000045294,4.23,7.16,Insig1
ENSMUSG00000003721,7.68,11.41,Insig2
ENSMUSG00000031864,6.51,7.23,Ints10
ENSMUSG00000029034,3.48,7.81,Ints11
ENSMUSG00000040250,2,8.01,Ints13
ENSMUSG00000025133,2.83,7.32,Ints4
ENSMUSG00000032599,7.46,10.02,Ip6k2
ENSMUSG00000030662,5.39,7.12,Ipo5
ENSMUSG00000041879,4.23,8.86,Ipo9
ENSMUSG00000022837,6.15,9.55,Iqcb1
ENSMUSG00000040795,6.82,8.24,Iqcc
ENSMUSG00000031392,6.7,8.72,Irak1
ENSMUSG00000032251,6.59,9.34,Irak1bp1
ENSMUSG00000051495,5.09,7.24,Irf2bp2
ENSMUSG00000034168,7.29,8.21,Irf2bpl
ENSMUSG00000054667,12.19,7.24,Irs4
ENSMUSG00000044792,8.6,10.75,Isca1
ENSMUSG00000021241,12.59,12.1,Isca2
ENSMUSG00000025825,12.76,12.99,Iscu
ENSMUSG00000024601,7.35,8.21,Isoc1
ENSMUSG00000031729,5.13,9.01,Ist1
ENSMUSG00000019139,5.23,8.66,Isyna1
ENSMUSG00000031703,12.61,11.51,Itfg1
ENSMUSG00000025809,4.63,10.58,Itgb1
ENSMUSG00000062352,9.5,10.38,Itgb1bp1
ENSMUSG00000022108,14.4,14.6,Itm2b
ENSMUSG00000026223,13.78,13.95,Itm2c
ENSMUSG00000074797,2.72,9.15,Itpa
ENSMUSG00000023150,5.17,10.37,Ivns1abp
ENSMUSG00000024384,7.28,7.93,Iws1
ENSMUSG00000055862,9.37,10.42,Izumo4
ENSMUSG00000051256,7.92,12.37,Jagn1
ENSMUSG00000028530,10.81,11.31,Jak1
ENSMUSG00000063646,7.3,8.6,Jakmip1
ENSMUSG00000024502,5.49,8.01,Jakmip2
ENSMUSG00000031990,5.29,8.93,Jam3
ENSMUSG00000005078,10.21,12.58,Jkamp
ENSMUSG00000056962,6.01,9.31,Jmjd6
ENSMUSG00000038695,6.23,7.88,Josd2
ENSMUSG00000020737,12.09,12.2,Jpt1
ENSMUSG00000024165,4.85,8.69,Jpt2
ENSMUSG00000027937,7.6,10.5,Jtb
ENSMUSG00000052684,11.8,11.36,Jun
ENSMUSG00000052837,6.14,8.6,Junb
ENSMUSG00000071076,7.05,10.01,Jund
ENSMUSG00000022992,4.58,7.63,Kansl2
ENSMUSG00000031948,7.91,11.19,Kars
ENSMUSG00000024926,5.23,8.4,Kat5
ENSMUSG00000038909,2.79,7.02,Kat7
ENSMUSG00000041298,5.71,7.4,Katnal1
ENSMUSG00000027132,5.73,7.58,Katnbl1
ENSMUSG00000059486,4.12,7.54,Kbtbd2
ENSMUSG00000055239,8.83,8.79,Kcmf1
ENSMUSG00000058975,3.03,7.39,Kcnc1
ENSMUSG00000060882,3.35,10.04,Kcnd2
ENSMUSG00000029088,6.11,11.19,Kcnip4
ENSMUSG00000037624,9.5,11.03,Kcnk2
ENSMUSG00000049265,3.42,8.41,Kcnk3
ENSMUSG00000101609,2.38,9.67,Kcnq1ot1
ENSMUSG00000016346,4.53,7.54,Kcnq2
ENSMUSG00000030685,5.79,9.19,Kctd13
ENSMUSG00000033287,3.48,7.82,Kctd17
ENSMUSG00000016940,7.39,8.45,Kctd2
ENSMUSG00000046523,0,10.61,Kctd4
ENSMUSG00000002778,5.3,7.25,Kdelr1
ENSMUSG00000079111,2.02,8.05,Kdelr2
ENSMUSG00000036940,4.2,8.42,Kdm1a
ENSMUSG00000030180,5.03,7.09,Kdm5a
ENSMUSG00000042207,3.6,8.07,Kdm5b
ENSMUSG00000028060,4.77,8.01,Khdc4
ENSMUSG00000028790,2.53,8.25,Khdrbs1
ENSMUSG00000026058,4.27,9.46,Khdrbs2
ENSMUSG00000022332,7.69,8.37,Khdrbs3
ENSMUSG00000036333,8.62,9.38,Kidins220
ENSMUSG00000014602,9.44,10.44,Kif1a
ENSMUSG00000063077,11.94,11.78,Kif1b
ENSMUSG00000022629,8.45,9.99,Kif21a
ENSMUSG00000021693,4.04,8.33,Kif2a
ENSMUSG00000018395,11.5,10.68,Kif3a
ENSMUSG00000074657,10.74,8.77,Kif5a
ENSMUSG00000006740,11.25,12.06,Kif5b
ENSMUSG00000026764,9.35,12.66,Kif5c
ENSMUSG00000026585,11.54,10.81,Kifap3
ENSMUSG00000036955,8.6,9.69,Kifbp
ENSMUSG00000037262,4.83,7,Kin
ENSMUSG00000074749,3.31,7.58,Kiz
ENSMUSG00000021288,10.74,11.97,Klc1
ENSMUSG00000052040,2.58,7.4,Klf13
ENSMUSG00000003032,6.85,7.11,Klf4
ENSMUSG00000000078,6.09,10.08,Klf6
ENSMUSG00000029775,8.47,8.7,Klhdc10
ENSMUSG00000020978,11.45,11.84,Klhdc2
ENSMUSG00000063576,6.57,7.67,Klhdc3
ENSMUSG00000032609,5.25,9.2,Klhdc8b
ENSMUSG00000031605,5.21,7.98,Klhl2
ENSMUSG00000022750,4.37,7.81,Klhl22
ENSMUSG00000062901,5.01,7.28,Klhl24
ENSMUSG00000028986,8.65,10.37,Klhl7
ENSMUSG00000070923,7.92,8.02,Klhl9
ENSMUSG00000002028,7,7.41,Kmt2a
ENSMUSG00000038056,5.25,7.84,Kmt2c
ENSMUSG00000029004,7.94,9.53,Kmt2e
ENSMUSG00000066129,3.71,7.23,Kndc1
ENSMUSG00000030980,2.9,7.22,Knop1
ENSMUSG00000022905,5.26,8.21,Kpna1
ENSMUSG00000018362,8.22,8.27,Kpna2
ENSMUSG00000021929,5.21,8.83,Kpna3
ENSMUSG00000001440,2.88,8.03,Kpnb1
ENSMUSG00000030265,10.91,10.33,Kras
ENSMUSG00000053012,1.8,7.5,Krcc1
ENSMUSG00000000600,4.57,8.32,Krit1
ENSMUSG00000063334,2.99,7.53,Krr1
ENSMUSG00000019761,8.77,7.4,Krt10
ENSMUSG00000042747,9.54,12.15,Krtcap2
ENSMUSG00000021843,10.18,11.12,Ktn1
ENSMUSG00000055553,5.02,7.7,Kxd1
ENSMUSG00000031391,1.98,8.47,L1cam
ENSMUSG00000015289,8.76,9.81,Lage3
ENSMUSG00000031447,10.28,12.24,Lamp1
ENSMUSG00000016534,3.68,9.48,Lamp2
ENSMUSG00000030842,7.51,9.91,Lamtor1
ENSMUSG00000028062,13.33,12.78,Lamtor2
ENSMUSG00000091512,7.74,10.89,Lamtor3
ENSMUSG00000050552,10.89,9.79,Lamtor4
ENSMUSG00000087260,11.16,11.52,Lamtor5
ENSMUSG00000026000,9.45,11.92,Lancl1
ENSMUSG00000062190,6.61,8.26,Lancl2
ENSMUSG00000020585,9.96,11.49,Laptm4a
ENSMUSG00000022257,4.09,13.48,Laptm4b
ENSMUSG00000023025,5.67,7.08,Larp4
ENSMUSG00000033499,8.62,7.11,Larp4b
ENSMUSG00000027968,7.11,8.47,Larp7
ENSMUSG00000035202,4.28,7.2,Lars2
ENSMUSG00000057421,5.33,9.15,Las1l
ENSMUSG00000030763,10.95,11.1,Lcmt1
ENSMUSG00000015882,3.91,7.6,Lcorl
ENSMUSG00000039706,4.56,10.83,Ldb2
ENSMUSG00000063229,7.01,12.46,Ldha
ENSMUSG00000030246,13.23,14.41,Ldhb
ENSMUSG00000042487,5.39,10.02,Leo1
ENSMUSG00000035212,3.33,9.53,Leprot
ENSMUSG00000031513,9.57,10.56,Leprotl1
ENSMUSG00000005299,2.32,8.28,Letm1
ENSMUSG00000057554,8.99,10.52,Lgals8
ENSMUSG00000042363,3.95,9.2,Lgalsl
ENSMUSG00000021190,9.7,10.03,Lgmn
ENSMUSG00000041700,0.16,10.25,Lhfpl1
ENSMUSG00000106379,6.16,7.11,Lhfpl3
ENSMUSG00000062252,9.33,7.09,Lhfpl5
ENSMUSG00000029595,5.68,10.16,Lhx5
ENSMUSG00000029199,7.39,8.36,Lias
ENSMUSG00000037736,4.56,8.39,Limch1
ENSMUSG00000040699,4.94,7.92,Limd2
ENSMUSG00000020451,6.23,7.32,Limk2
ENSMUSG00000019920,1.77,7.67,Lims1
ENSMUSG00000036845,11.28,10.84,Lin37
ENSMUSG00000085793,9.38,9.47,Lin52
ENSMUSG00000019906,8.25,8.08,Lin7a
ENSMUSG00000003872,9.69,10.95,Lin7b
ENSMUSG00000027162,9.09,10.35,Lin7c
ENSMUSG00000045083,0,7.38,Lingo2
ENSMUSG00000020224,6.71,7.93,Llph
ENSMUSG00000041891,7.38,11.95,Lman1
ENSMUSG00000021484,6.01,10.62,Lman2
ENSMUSG00000001143,5.33,8.86,Lman2l
ENSMUSG00000073725,8.16,11.03,Lmbrd1
ENSMUSG00000028063,3.01,8.85,Lmna
ENSMUSG00000036111,1.5,7.36,Lmo1
ENSMUSG00000030226,4.93,9.31,Lmo3
ENSMUSG00000009207,7.07,8.22,Lnpk
ENSMUSG00000047866,5.91,9.63,Lonp2
ENSMUSG00000048814,11.32,9.64,Lonrf2
ENSMUSG00000043165,5.65,8.94,Lor
ENSMUSG00000026623,5.29,8.46,Lpgat1
ENSMUSG00000031290,1.63,7.26,Lrch2
ENSMUSG00000035653,7.23,7.45,Lrfn5
ENSMUSG00000019796,1.43,8.12,Lrp11
ENSMUSG00000029103,14.16,13.99,Lrpap1
ENSMUSG00000024120,8.17,8.43,Lrpprc
ENSMUSG00000039883,2.23,9.2,Lrrc17
ENSMUSG00000047766,4.37,9.11,Lrrc49
ENSMUSG00000047085,5.63,7.28,Lrrc4b
ENSMUSG00000027286,3.03,7.6,Lrrc57
ENSMUSG00000034158,8.94,9.13,Lrrc58
ENSMUSG00000020869,3.38,7.31,Lrrc59
ENSMUSG00000026305,3.81,8.01,Lrrfip1
